x,y,z,dx,dy,dz
-14.0,18.0,-30.0,2734085.632504479,2240387.1652283673,762618.5623674704
-14.0,20.0,-30.0,2457036.73862545,1758345.1075385718,920499.1663428332
-14.0,22.0,-30.0,2135025.1676394804,1543676.093701627,594848.4037701555
-14.0,24.0,-30.0,2804524.8297555004,4370374.647113073,1971078.6130229363
-14.0,26.0,-30.0,4429446.029482034,5563061.904306339,288108.88391537324
-14.0,28.0,-30.0,4355328.662705489,5436627.711641533,60698.58633612531
-14.0,30.0,-30.0,4360307.593435607,12475969.889584845,113112.87153358253
-12.0,-30.0,-30.0,7946800.431849581,7240198.761584742,721817.0741093347
-12.0,-28.0,-30.0,8837674.59359795,5031276.283227655,713974.1017651412
-12.0,-26.0,-30.0,8753561.662792703,3970204.5633233264,686204.133801389
-12.0,-24.0,-30.0,10473319.665378721,4332962.773325049,472440.74846466276
-12.0,-22.0,-30.0,10350272.485811975,6178262.456750226,230123.07606221375
-12.0,-20.0,-30.0,10938247.863633262,6358068.700843251,327512.39685907576
-12.0,-18.0,-30.0,11869190.399580583,5898531.175021415,726166.2426057374
-12.0,-16.0,-30.0,12222159.806787075,4701670.709546953,767474.1027901404
-12.0,-14.0,-30.0,13844139.433961665,4170991.685651565,641631.2040489439
-12.0,-12.0,-30.0,13883158.432285711,4855173.795798614,255871.5449523118
-12.0,-10.0,-30.0,13638188.18078461,5109757.445694816,873100.9411471954
-12.0,-8.0,-30.0,13883197.221700223,3209740.8267769776,39675.902879469664
-12.0,-6.0,-30.0,13719128.024650367,1871262.6218203143,513794.40872405795
-12.0,-4.0,-30.0,13933216.649349382,2487511.2108490155,52510.81805701134
-12.0,-2.0,-30.0,12743383.430642877,2688053.016905401,115705.99595332274
-12.0,0.0,-30.0,10834480.946919939,1344909.4540353452,108256.10687174082
-12.0,2.0,-30.0,9700390.563648365,757952.7899955513,975732.5123135656
-12.0,4.0,-30.0,10508204.845606595,1179654.5805307338,452026.81963495904
-12.0,6.0,-30.0,9736286.005228177,955848.3488009905,72877.00395566529
-12.0,8.0,-30.0,7488519.755109577,3471147.127313231,1847078.1695830806
-12.0,10.0,-30.0,6869921.948385679,3844352.600063477,644604.2532281774
-12.0,12.0,-30.0,5845627.561856354,2284029.648134013,1363619.1853230984
-12.0,14.0,-30.0,4564439.279388064,2906396.710121717,1025893.5162924367
-12.0,16.0,-30.0,4143215.468951773,3202521.7493801084,808282.7673683777
-12.0,18.0,-30.0,2189038.361083904,2436676.6141471188,1268230.338002768
-12.0,20.0,-30.0,1612287.180888906,2805270.4809514033,212251.4553566014
-12.0,22.0,-30.0,1222089.6226819118,2122892.910279152,723517.2652385603
-12.0,24.0,-30.0,1480783.431045974,1366564.358619941,318368.2550114117
-12.0,26.0,-30.0,4177465.8623020086,4248163.85786288,911224.0615528675
-12.0,28.0,-30.0,4401561.796357047,5671188.651702506,673224.8649427427
-12.0,30.0,-30.0,4267815.042499339,10669995.699280094,806392.9099726079
-10.0,-30.0,-30.0,8326141.698207314,5416719.4320608545,808731.600755066
-10.0,-28.0,-30.0,9701078.430807289,4782979.94702796,1719821.9308430795
-10.0,-26.0,-30.0,8686069.55641732,5476923.753842618,122484.54581906648
